project,area_bucket,district,tenure,propertyType,avg_buy,most_recent_buy,avg_buy_2020,avg_buy_2021,avg_buy_2022,avg_buy_2023,avg_buy_2024,avg_buy_2025,avg_rent,most_recent_rent,avg_rent_2020,avg_rent_2021,avg_rent_2022,avg_rent_2023,avg_rent_2024,avg_rent_2025,ROI
28 SHELFORD,100-150,11.0,Freehold,Apartment,2268000.0,2268000.0,,,,,,2268000.0,,,,,,,,,
28 SHELFORD,110-120,,,,,,,,,,,,4300.0,4200.0,,3100.0,3950.0,4950.0,5000.0,4200.0,
28 SHELFORD,70-80,11.0,Freehold,Apartment,1545000.0,1750000.0,,1300000.0,1530000.0,,1675000.0,,3606.451612903226,4200.0,2700.0,2528.5714285714284,3558.3333333333335,4460.0,3956.25,4466.666666666667,34.72222222222222
283 STUDIO,110-120,,,,,,,,,,,,3062.5,3200.0,,2750.0,3000.0,3300.0,,3200.0,
283 STUDIO,40-50,9.0,999 yrs lease commencing from 1841,Apartment,1030000.0,1030000.0,,,,1030000.0,,,3043.3333333333335,3050.0,,2350.0,3033.3333333333335,3516.6666666666665,3387.5,3050.0,28.14207650273224
283 STUDIO,90-100,,,,,,,,,,,,6100.0,7000.0,,5200.0,,7000.0,,,
3 CUSCADEN,100-150,10.0,Freehold,Apartment,4704500.0,4684000.0,,,4704500.0,,,,,,,,,,,,
3 CUSCADEN,110-120,,,,,,,,,,,,11427.6,11250.0,,,,11000.0,11712.666666666666,,
3 CUSCADEN,30-40,,,,,,,,,,,,4700.0,4700.0,,,,,4700.0,,
3 CUSCADEN,40-50,10.0,Freehold,Apartment,1778699.0,1470000.0,1940308.0,1904488.0,,1800000.0,1470000.0,,5012.666666666667,4800.0,,,5225.0,5166.846153846154,5006.96,4735.294117647059,25.520833333333332
3 CUSCADEN,60-70,10.0,Freehold,Apartment,2813548.3333333335,2800868.0,,2817259.0,2811693.0,,,,6742.857142857143,7350.0,,,6366.666666666667,6975.0,6858.333333333333,6387.5,31.755873015873018
3 CUSCADEN,70-80,10.0,Freehold,Apartment,3143765.3333333335,3208888.0,2991800.0,3219748.0,,,,,7223.611111111111,7300.0,,,7800.0,7164.705882352941,7370.0,6992.857142857143,36.631141552511416
3 ORCHARD BY-THE-PARK,100-110,,,,,,,,,,,,7412.5,7500.0,,6866.666666666667,7033.333333333333,7850.0,7625.0,7675.0,
3 ORCHARD BY-THE-PARK,150-200,10.0,Freehold,Condominium,6477762.5,6400000.0,6610100.0,6145333.333333333,6792000.0,6400000.0,,,,,,,,,,,
3 ORCHARD BY-THE-PARK,160-170,,,,,,,,,,,,12300.0,12500.0,,12000.0,12500.0,,12250.0,,
3 ORCHARD BY-THE-PARK,170-180,,,,,,,,,,,,13255.666666666666,14300.0,,11667.0,13800.0,,14050.0,14300.0,
3 ORCHARD BY-THE-PARK,200-210,,,,,,,,,,,,16709.090909090908,19000.0,,12900.0,17766.666666666668,18416.666666666668,17300.0,17750.0,
3 ORCHARD BY-THE-PARK,200-250,10.0,Freehold,Condominium,8567315.0,10000000.0,7797000.0,7797000.0,8588904.0,10000000.0,,,,,,,,,,,
3 ORCHARD BY-THE-PARK,230-240,,,,,,,,,,,,21000.0,21000.0,,,21000.0,,,,
3 ORCHARD BY-THE-PARK,250-260,,,,,,,,,,,,24750.0,24500.0,,,,25000.0,,24500.0,
3 ORCHARD BY-THE-PARK,250-300,10.0,Freehold,Condominium,11000000.0,11000000.0,,,,11000000.0,,,,,,,,,,,
3 ORCHARD BY-THE-PARK,300-350,10.0,Freehold,Condominium,13079000.0,12643000.0,,,13224333.333333334,,12643000.0,,,,,,,,,,
3 ORCHARD BY-THE-PARK,90-100,10.0,Freehold,Condominium,3518000.0,3518000.0,,3518000.0,,,,,7900.0,8000.0,,6500.0,8000.0,,,8333.333333333334,36.645833333333336
3 ORCHARD BY-THE-PARK,>300,,,,,,,,,,,,29000.0,31000.0,,,29500.0,,26000.0,31000.0,
32 GILSTEAD,350-400,11.0,Freehold,Apartment,14535272.727272727,15000000.0,,,,,14521000.0,14547166.666666666,,,,,,,,,
33 RESIDENCES,60-70,14.0,Freehold,Apartment,1129360.0,1238000.0,,,1030000.0,,1220000.0,1132266.6666666667,3734.782608695652,3700.0,,,3559.090909090909,3966.6666666666665,3885.714285714286,3825.0,27.882882882882882
33 RESIDENCES,70-80,,,,,,,,,,,,3833.3333333333335,4000.0,,3500.0,3733.3333333333335,4000.0,4000.0,3900.0,
336 RIVER VALLEY,130-140,,,,,,,,,,,,5725.0,6050.0,,,,5725.0,,,
336 RIVER VALLEY,140-150,,,,,,,,,,,,4405.0921052631575,5100.0,,3734.5,4043.3478260869565,5208.333333333333,4930.0,5108.333333333333,
336 RIVER VALLEY,280-290,,,,,,,,,,,,6764.125,7000.0,,5971.0,6700.0,7500.0,,7000.0,
336 RIVER VALLEY,290-300,,,,,,,,,,,,6702.0,7500.0,,5846.0,6420.0,,7300.0,7500.0,
35 GILSTEAD,100-110,11.0,Freehold,Apartment,2690300.0,2690300.0,,2690300.0,,,,,,,,,,,,,
35 GILSTEAD,100-150,11.0,Freehold,Apartment,3599467.0,3828000.0,,,3523289.3333333335,,3828000.0,,,,,,,,,,
35 GILSTEAD,110-120,,,,,,,,,,,,5944.0,6000.0,,,,,5888.0,6000.0,
35 GILSTEAD,150-160,11.0,Freehold,Apartment,3388000.0,3388000.0,,,3388000.0,,,,,,,,,,,,
35 GILSTEAD,40-50,11.0,Freehold,Apartment,1264875.0,1301000.0,,1269000.0,1263500.0,,,,3233.3333333333335,3000.0,,,,,,3233.3333333333335,36.13888888888889
35 GILSTEAD,50-60,11.0,Freehold,Apartment,1451666.6666666667,1480000.0,,1438000.0,1451333.3333333333,,,1480000.0,3800.0,3800.0,,,,,,3800.0,32.45614035087719
35 GILSTEAD,60-70,11.0,Freehold,Apartment,1760432.5,1578000.0,,1762650.0,1777832.0,1669000.0,,,4425.0,4200.0,,,,,,4425.0,31.30952380952381
35 GILSTEAD,70-80,11.0,Freehold,Apartment,2179000.0,2179000.0,,2179000.0,,,,,,,,,,,,,
35 GILSTEAD,80-90,11.0,Freehold,Apartment,2405403.125,2670000.0,2300000.0,2234000.0,2451306.25,,,2670000.0,5350.0,5700.0,,,,,,5350.0,39.03508771929825
35 GILSTEAD,90-100,11.0,Freehold,Apartment,2601773.3333333335,2627000.0,2589160.0,,2627000.0,,,,6060.0,6000.0,,,,,6000.0,6075.0,36.48611111111111
368 THOMSON,100-150,11.0,Freehold,Condominium,2532665.3333333335,2544108.0,,,2500000.0,2548998.0,,,,,,,,,,,
368 THOMSON,120-130,,,,,,,,,,,,4890.0,5600.0,3850.0,4063.6363636363635,4760.0,5537.5,5481.25,5650.0,
368 THOMSON,150-160,11.0,Freehold,Condominium,3093760.0,3600000.0,2669400.0,3080000.0,,,3450000.0,3600000.0,6484.657142857143,7300.0,,5341.666666666667,6525.0,7106.3,7014.285714285715,4750.0,41.09589041095891
368 THOMSON,60-70,11.0,Freehold,Condominium,1177923.076923077,1258000.0,1121000.0,1114250.0,1180000.0,1273000.0,1222000.0,,3221.0,3500.0,2500.0,2580.769230769231,3384.6153846153848,3550.0,3480.0,3560.0,29.952380952380953
368 THOMSON,80-90,11.0,Freehold,Condominium,1603722.2222222222,1765000.0,,1462200.0,1617500.0,1636666.6666666667,1649333.3333333333,1757500.0,3951.574074074074,3900.0,,3062.9166666666665,3780.0,4649.333333333333,4224.2,4090.0,37.71367521367521
38 AMBER,110-120,,,,,,,,,,,,4663.793103448276,5500.0,,3566.6666666666665,4560.0,5159.090909090909,5142.307692307692,5311.111111111111,
38 AMBER,80-90,,,,,,,,,,,,4032.0833333333335,4600.0,,3118.181818181818,3880.0,4525.0,4527.777777777777,4600.0,
38 AMBER,>300,,,,,,,,,,,,9360.0,9500.0,,,8800.0,9500.0,9500.0,,
38 I SUITES,100-150,15.0,Freehold,Apartment,1341000.0,1244000.0,,1341000.0,,,,,,,,,,,,,
38 I SUITES,110-120,,,,,,,,,,,,3950.0,4000.0,,3500.0,,4800.0,4000.0,,
38 I SUITES,40-50,15.0,Freehold,Apartment,805740.6666666666,885000.0,732722.0,744814.6666666666,841666.6666666666,837500.0,854500.0,897500.0,2522.306748466258,2900.0,1917.0,2026.0487804878048,2472.6190476190477,2893.3333333333335,2801.3513513513512,2900.0,25.43103448275862
38 I SUITES,60-70,15.0,Freehold,Apartment,1140733.3333333333,1240000.0,,1081200.0,1110000.0,1176666.6666666667,1178750.0,1240000.0,2944.4444444444443,3000.0,,2406.818181818182,2988.235294117647,3355.0,3226.315789473684,3350.0,34.44444444444444
38 I SUITES,90-100,15.0,Freehold,Apartment,1247962.6666666667,1098888.0,,1322500.0,,,1098888.0,,3125.0,4000.0,,2666.6666666666665,2875.0,3616.6666666666665,3133.3333333333335,4000.0,22.8935
38 JERVOIS,100-110,,,,,,,,,,,,4418.181818181818,5100.0,,3775.0,4400.0,5350.0,4900.0,4550.0,
38 JERVOIS,40-50,10.0,Freehold,Apartment,1220000.0,1220000.0,,1220000.0,,,,,3262.5,3900.0,,2400.0,3000.0,4450.0,3100.0,3900.0,26.068376068376068
38 JERVOIS,50-60,,,,,,,,,,,,3885.714285714286,4200.0,,3250.0,4100.0,,4200.0,4200.0,
38 JERVOIS,60-70,,,,,,,,,,,,3200.0,3200.0,,,3200.0,,,,
38 JERVOIS,70-80,10.0,Freehold,Apartment,1713180.0,1713180.0,1713180.0,,,,,,4720.588235294118,5250.0,,4000.0,4166.666666666667,5100.0,5040.0,5083.333333333333,27.19333333333333
38 JERVOIS,80-90,,,,,,,,,,,,4750.0,5500.0,,4000.0,,5500.0,,,
3@PHILLIPS,150-200,19.0,999 yrs lease commencing from 1886,Apartment,1924000.0,2048000.0,,,1800000.0,,2048000.0,,,,,,,,,,
3@PHILLIPS,70-80,,,,,,,,,,,,3340.0,4200.0,,2500.0,2650.0,3675.0,4200.0,,
3@PHILLIPS,80-90,19.0,999 yrs lease commencing from 1886,Apartment,980000.0,980000.0,,,980000.0,,,,,,,,,,,,
3@PHILLIPS,90-100,19.0,999 yrs lease commencing from 1886,Apartment,1405000.0,1410000.0,,,,1400000.0,1410000.0,,2800.0,3200.0,,2350.0,2816.6666666666665,3200.0,,,36.71875
3@SANDILANDS,100-110,19.0,999 yrs lease commencing from 1886,Apartment,980000.0,980000.0,980000.0,,,,,,,,,,,,,,
3@SANDILANDS,150-200,19.0,999 yrs lease commencing from 1886,Apartment,2000000.0,2000000.0,,,,,2000000.0,,,,,,,,,,
3@SANDILANDS,40-50,19.0,999 yrs lease commencing from 1886,Apartment,700000.0,700000.0,,,,,700000.0,,1850.0,2250.0,,1450.0,1850.0,2250.0,,,25.925925925925924
3@SANDILANDS,70-80,19.0,999 yrs lease commencing from 1886,Apartment,929333.3333333334,1020000.0,863000.0,905000.0,,,,1020000.0,2807.6923076923076,3200.0,,2290.0,3200.0,3050.0,3116.6666666666665,3200.0,26.5625
3@SANDILANDS,80-90,,,,,,,,,,,,3700.0,3700.0,,,,,3700.0,,
3BHC,250-300,,,,,,,,,,,,12500.0,12500.0,,,,12500.0,,,
3BHC,450-500,20.0,Freehold,Strata Semi-detached,3865000.0,4180000.0,,,3550000.0,,4180000.0,,8000.0,8000.0,,8000.0,,,,,43.541666666666664
3BHC,550-600,20.0,Freehold,Strata Detached,5450000.0,5450000.0,,,,,,5450000.0,,,,,,,,,
448@EAST COAST,100-110,15.0,Freehold,Apartment,1201888.0,1201888.0,,1201888.0,,,,,,,,,,,,,
448@EAST COAST,30-40,15.0,Freehold,Apartment,721666.6666666666,743000.0,680000.0,,,,742500.0,,2523.3333333333335,2800.0,,1920.0,2810.0,,2833.3333333333335,2850.0,22.113095238095237
448@EAST COAST,40-50,15.0,Freehold,Apartment,713000.0,713000.0,,713000.0,,,,,2505.0,2900.0,,1850.0,2110.0,2950.0,2866.6666666666665,2900.0,20.488505747126435
448@EAST COAST,50-60,,,,,,,,,,,,2615.3846153846152,3500.0,,2066.6666666666665,2400.0,2600.0,3080.0,,
448@EAST COAST,60-70,15.0,Freehold,Apartment,1020000.0,1020000.0,,,,1020000.0,,,1975.0,2000.0,,1975.0,,,,,42.5
57 @ KOVAN,100-150,19.0,Freehold,Apartment,1659600.0,1950000.0,,,1514400.0,1950000.0,,,,,,,,,,,
57 @ KOVAN,110-120,,,,,,,,,,,,3975.0,4500.0,,2866.6666666666665,4262.5,4433.333333333333,4375.0,,
57 @ KOVAN,120-130,,,,,,,,,,,,3300.0,3300.0,,3300.0,,,,,
57 @ KOVAN,250-260,,,,,,,,,,,,5200.0,5200.0,,,5200.0,,5200.0,,
57 @ KOVAN,90-100,,,,,,,,,,,,3500.0,3500.0,,,,,3500.0,,
6 DERBYSHIRE,100-110,11.0,Freehold,Condominium,2428000.0,2428000.0,,2428000.0,,,,,5250.0,6000.0,,4500.0,,,6000.0,,33.72222222222222
6 DERBYSHIRE,40-50,11.0,Freehold,Condominium,992543.1111111111,988000.0,936000.0,1064444.0,880000.0,920000.0,1017000.0,,3007.2475247524753,3050.0,2450.0,2434.7916666666665,2908.1785714285716,3471.6666666666665,3332.68085106383,3265.7894736842104,26.99453551912568
6 DERBYSHIRE,60-70,11.0,Freehold,Condominium,1579100.0,1572500.0,,1490000.0,1616500.0,,1600000.0,1572500.0,3885.897435897436,4150.0,3200.0,3281.818181818182,3491.6666666666665,4533.333333333333,4265.384615384615,4325.0,31.576305220883537
6 DERBYSHIRE,70-80,11.0,Freehold,Condominium,1736944.0,1723888.0,,1750000.0,,,1723888.0,,4180.9607843137255,4200.0,,3250.0,4149.357142857143,4689.875,4518.764705882353,4150.0,34.20412698412698
6 DERBYSHIRE,90-100,11.0,Freehold,Condominium,2265125.0,2408000.0,,2190000.0,2275000.0,2200000.0,2284000.0,2296000.0,5127.4,6600.0,3700.0,4135.0,4933.636363636364,5575.0,5690.0,5550.0,30.404040404040405
6 DERBYSHIRE,>300,,,,,,,,,,,,12000.0,12000.0,,,,12000.0,,,
7 ON CHAPEL,180-190,,,,,,,,,,,,4400.0,4400.0,,4400.0,,,,,
7 ON CHAPEL,40-50,,,,,,,,,,,,2870.0,3100.0,,2112.5,2500.0,3400.0,3020.0,,
7 ON CHAPEL,50-60,,,,,,,,,,,,2878.5714285714284,3000.0,,2100.0,2500.0,3600.0,3150.0,,
7 ON CHAPEL,60-70,,,,,,,,,,,,3784.1463414634145,4800.0,2900.0,2960.0,3633.3333333333335,4750.0,4163.636363636364,,
7 ON CHAPEL,80-90,,,,,,,,,,,,4100.0,4300.0,,3600.0,4400.0,,4300.0,,
70@TRURO,40-50,,,,,,,,,,,,2946.6666666666665,3400.0,,2366.6666666666665,3416.6666666666665,3175.0,3350.0,,
70@TRURO,70-80,,,,,,,,,,,,3879.090909090909,4200.0,3450.0,3383.3333333333335,3720.0,4171.428571428572,4277.777777777777,4320.0,
75BR,120-130,,,,,,,,,,,,2764.5,2761.0,,,,,,2764.5,
75BR,500-550,7.0,999 yrs lease commencing from 1827,Apartment,8400000.0,8400000.0,,8400000.0,,,,,,,,,,,,,
76 SHENTON,50-60,2.0,99 yrs lease commencing from 2007,Apartment,1191612.9032258065,1135000.0,1150000.0,1163000.0,1179000.0,1247750.0,1200000.0,1268333.3333333333,4068.6950904392766,4900.0,3200.0,3289.0625,3910.5,4770.8378378378375,4382.44578313253,4478.787878787879,19.302721088435373
76 SHENTON,80-90,2.0,99 yrs lease commencing from 2007,Apartment,1841989.8181818181,2200000.0,1745000.0,1784000.0,1830000.0,1834444.0,1812500.0,2200000.0,5571.176470588235,6300.0,5500.0,4685.185185185185,5017.64705882353,6442.857142857143,6331.818181818182,6412.5,29.1005291005291
76 SHENTON,90-100,2.0,99 yrs lease commencing from 2007,Apartment,1825769.2307692308,1865000.0,1760000.0,1798333.3333333333,,1920000.0,1820000.0,,5452.151898734177,6200.0,,4626.086956521739,5253.04347826087,6123.076923076923,6203.571428571428,6175.0,25.067204301075268
77 @ EAST COAST,100-110,15.0,Freehold,Apartment,1894000.0,1834000.0,,1924000.0,1834000.0,,,,6100.0,6200.0,,,6000.0,6200.0,,,24.650537634408604
77 @ EAST COAST,100-150,15.0,Freehold,Apartment,2195000.0,2195000.0,,,2195000.0,,,,,,,,,,,,
77 @ EAST COAST,120-130,,,,,,,,,,,,6800.0,6800.0,,,,6800.0,,,
77 @ EAST COAST,30-40,15.0,Freehold,Apartment,792500.0,860000.0,759500.0,791000.0,,,860000.0,,3500.0,3000.0,,,,3500.0,,,23.88888888888889
77 @ EAST COAST,40-50,15.0,Freehold,Apartment,934050.0,940000.0,980000.0,916433.3333333334,937500.0,,,,3460.0,3000.0,,,3550.0,3600.0,3000.0,,26.11111111111111
77 @ EAST COAST,50-60,15.0,Freehold,Apartment,1067125.0,1130000.0,1045500.0,1031750.0,1090714.2857142857,,1130000.0,,3547.3684210526317,3300.0,,,3781.25,3566.6666666666665,3325.0,3250.0,28.535353535353536
77 @ EAST COAST,60-70,15.0,Freehold,Apartment,1218857.142857143,1307000.0,1168000.0,1222250.0,1307000.0,,,,4275.0,3500.0,,,4800.0,4400.0,3500.0,,31.11904761904762
77 @ EAST COAST,70-80,15.0,Freehold,Apartment,1319500.0,1326000.0,,1313000.0,1326000.0,,,,4000.0,3400.0,,,4300.0,4300.0,,3400.0,32.5
77 @ EAST COAST,90-100,15.0,Freehold,Apartment,1657000.0,1657000.0,,1657000.0,,,,,5400.0,5400.0,,,,,5400.0,,25.570987654320987
8 @ MOUNT SOPHIA,100-110,9.0,103 yrs lease commencing from 2002,Condominium,1806666.6666666667,1740000.0,,,,,1806666.6666666667,,5207.558139534884,6100.0,,4638.461538461538,5000.0,5869.444444444444,5455.882352941177,5481.25,23.770491803278688
8 @ MOUNT SOPHIA,100-150,9.0,103 yrs lease commencing from 2002,Condominium,2389468.5217391304,2700000.0,2025000.0,2149777.6,2675000.0,2397857.1428571427,2509777.6,2716666.6666666665,,,,,,,,,
8 @ MOUNT SOPHIA,120-130,,,,,,,,,,,,6196.078431372549,6300.0,5700.0,5332.692307692308,6201.923076923077,6873.529411764706,6523.913043478261,6611.111111111111,
8 @ MOUNT SOPHIA,130-140,,,,,,,,,,,,6750.142857142857,8650.0,5600.0,5691.379310344828,6642.857142857143,7603.421052631579,7185.185185185185,7518.75,
8 @ MOUNT SOPHIA,140-150,,,,,,,,,,,,6341.176470588235,7200.0,,5262.5,7000.0,7900.0,6633.333333333333,7200.0,
8 @ MOUNT SOPHIA,200-210,,,,,,,,,,,,7640.0,8800.0,,5700.0,7550.0,8600.0,8800.0,,
8 @ MOUNT SOPHIA,200-250,9.0,103 yrs lease commencing from 2002,Condominium,2752285.714285714,2850000.0,,2600000.0,2779333.3333333335,2628000.0,2850000.0,,,,,,,,,,
8 @ MOUNT SOPHIA,230-240,,,,,,,,,,,,7727.272727272727,8750.0,,6550.0,8500.0,8350.0,8283.333333333334,8750.0,
8 @ MOUNT SOPHIA,240-250,,,,,,,,,,,,8150.0,7400.0,,6700.0,10000.0,8500.0,7400.0,,
8 @ MOUNT SOPHIA,60-70,,,,,,,,,,,,4800.0,4800.0,,,,4800.0,4800.0,,
8 @ MOUNT SOPHIA,70-80,9.0,103 yrs lease commencing from 2002,Condominium,1350747.0476190476,1370000.0,1275000.0,1319000.0,1379400.0,1380000.0,1368955.4285714286,1340000.0,3958.6,4000.0,3600.0,3414.375,3834.6153846153848,4483.870967741936,4273.4375,4295.454545454545,28.541666666666668
8 @ MOUNT SOPHIA,80-90,9.0,103 yrs lease commencing from 2002,Condominium,1384375.0,1500000.0,,1345000.0,1371000.0,1381000.0,,1500000.0,4113.559322033899,4600.0,4000.0,3446.875,3995.4545454545455,4618.181818181818,4492.307692307692,4400.0,27.17391304347826
8 @ MOUNT SOPHIA,90-100,9.0,103 yrs lease commencing from 2002,Condominium,1723250.0,1880000.0,1700000.0,1702666.6666666667,1659000.0,,1780000.0,1880000.0,4906.9047619047615,5800.0,5100.0,4310.714285714285,4776.666666666667,5337.5,5475.0,5508.333333333333,27.01149425287356
8 @ STRATTON,450-500,28.0,Freehold,Strata Semi-detached,3000200.0,3350000.0,,2770500.0,3153333.3333333335,,,,,,,,,,,,
8 BASSEIN,190-200,,,,,,,,,,,,6800.0,6800.0,,,,,6800.0,,
8 BASSEIN,220-230,,,,,,,,,,,,9000.0,9000.0,,,,9000.0,,,
8 BASSEIN,30-40,11.0,Freehold,Apartment,780500.0,785000.0,760000.0,,800000.0,779333.3333333334,,785000.0,2690.120481927711,3000.0,2100.0,2159.090909090909,2719.5652173913045,3134.5454545454545,2927.5,3016.6666666666665,21.805555555555557
8 BASSEIN,40-50,11.0,Freehold,Apartment,836600.0,858000.0,780000.0,790000.0,838000.0,862000.0,858000.0,,2676.1111111111113,2850.0,,2160.0,2618.181818181818,3110.5263157894738,2922.222222222222,2925.0,25.087719298245613
8 BASSEIN,80-90,11.0,Freehold,Apartment,1585000.0,1700000.0,1470000.0,,1700000.0,,,,3951.25,4280.0,3000.0,3450.0,3950.0,4326.666666666667,,4280.0,33.09968847352025
8 EDEN GROVE,100-110,19.0,Freehold,Apartment,1479500.0,1560000.0,,,1318000.0,1380000.0,1660000.0,1560000.0,3950.0,3800.0,,,,,3800.0,4100.0,34.21052631578947
8 EDEN GROVE,120-130,,,,,,,,,,,,4750.0,4700.0,,,,4800.0,,4700.0,
8 EDEN GROVE,80-90,19.0,Freehold,Apartment,1130000.0,1130000.0,,1130000.0,,,,,3225.0,2650.0,,,,3800.0,2650.0,,35.534591194968556
8 EDEN GROVE,90-100,19.0,Freehold,Apartment,1300000.0,1300000.0,,,,,1300000.0,,3379.1666666666665,3700.0,,,,3450.0,3100.0,3587.5,29.27927927927928
8 FARRER SUITES,100-110,,,,,,,,,,,,3466.6666666666665,5000.0,,,2700.0,5000.0,,,
8 FARRER SUITES,100-150,8.0,Freehold,Apartment,1944000.0,2038000.0,,,1850000.0,2038000.0,,,,,,,,,,,
8 FARRER SUITES,120-130,,,,,,,,,,,,3500.0,3500.0,,3500.0,,,,,
8 FARRER SUITES,50-60,8.0,Freehold,Apartment,1036736.0,1120000.0,1012500.0,960000.0,1020000.0,1035000.0,1109444.0,,3123.529411764706,4000.0,,2580.0,2750.0,3540.0,3833.3333333333335,,23.333333333333332
8 FARRER SUITES,60-70,,,,,,,,,,,,2925.0,3300.0,,2600.0,2900.0,,3300.0,,
8 FARRER SUITES,70-80,,,,,,,,,,,,4000.0,4400.0,,,3600.0,4400.0,,,
8 FARRER SUITES,80-90,8.0,Freehold,Apartment,1600000.0,1600000.0,,,1600000.0,,,,4585.714285714285,3800.0,,3500.0,,5325.0,3800.0,,35.08771929824561
8 FARRER SUITES,90-100,8.0,Freehold,Apartment,1430000.0,1430000.0,,,1430000.0,,,,,,,,,,,,
8 HULLET,40-50,9.0,Freehold,Apartment,1638169.4,1676930.0,,,1638169.4,,,,5247.84375,4600.0,,,5433.272727272727,5892.428571428572,4779.857142857143,,30.379166666666666
8 HULLET,60-70,,,,,,,,,,,,6213.1,5100.0,,,6360.928571428572,6411.0,6089.846153846154,5909.1,
8 HULLET,70-80,9.0,Freehold,Apartment,2550943.6666666665,2330831.0,,2924000.0,2364415.5,,,,6487.058823529412,5900.0,,,6803.75,6750.0,6200.0,5950.0,32.921341807909606
8 NAPIER,150-200,10.0,Freehold,Condominium,6826666.666666667,7000000.0,,,,6740000.0,7000000.0,,,,,,,,,,
8 NAPIER,180-190,,,,,,,,,,,,14196.153846153846,16800.0,10200.0,11540.0,13080.0,15539.285714285714,16693.75,16133.333333333334,
8 NAPIER,250-260,,,,,,,,,,,,16500.0,19500.0,,14083.333333333334,17500.0,19375.0,15500.0,19500.0,
8 NAPIER,250-300,10.0,Freehold,Condominium,9203333.333333334,9400000.0,,,9203333.333333334,,,,,,,,,,,,
8 NAPIER,>300,,,,,,,,,,,,27888.88888888889,23000.0,,25500.0,28000.0,28000.0,42000.0,23000.0,
8 RAJA,100-150,12.0,Freehold,Apartment,1914285.7142857143,2150000.0,1900000.0,1920000.0,,,,,,,,,,,,,
8 RAJA,140-150,,,,,,,,,,,,5770.0,6000.0,8000.0,4350.0,,5500.0,5500.0,,
8 RAJA,150-200,12.0,Freehold,Apartment,2590000.0,2680000.0,,2590000.0,,,,,,,,,,,,,
8 RODYK,100-110,9.0,Freehold,Apartment,2315000.0,2380000.0,,2250000.0,2380000.0,,,,5606.25,5500.0,,5275.0,5866.666666666667,,5566.666666666667,,36.06060606060606
8 RODYK,100-150,9.0,Freehold,Apartment,3004814.4615384615,3450000.0,,2683596.0,2820900.0,3133333.3333333335,3173333.3333333335,3225000.0,,,,,,,,,
8 RODYK,110-120,,,,,,,,,,,,6819.444444444444,7350.0,5200.0,6300.0,7316.666666666667,7337.5,7112.5,,
8 RODYK,120-130,,,,,,,,,,,,7781.25,8000.0,,6928.571428571428,7658.333333333333,8875.0,8112.5,8100.0,
8 RODYK,140-150,,,,,,,,,,,,7725.0,8600.0,,6900.0,7725.0,8500.0,8600.0,,
8 RODYK,150-160,,,,,,,,,,,,8250.0,9000.0,,,7500.0,,9000.0,,
8 RODYK,170-180,,,,,,,,,,,,9500.0,9500.0,,9500.0,9500.0,,,,
8 RODYK,260-270,,,,,,,,,,,,11150.0,12800.0,,9500.0,12800.0,,,,
8 RODYK,60-70,9.0,Freehold,Apartment,1607250.0,1739000.0,,1570000.0,1550000.0,,1739000.0,,4135.0,4100.0,3450.0,3492.8571428571427,4010.0,4900.0,4635.714285714285,4450.0,35.34552845528455
8 RODYK,>300,,,,,,,,,,,,13360.0,16000.0,,10000.0,13150.0,,15250.0,,
8 SAINT THOMAS,100-110,9.0,Freehold,Condominium,2968215.3846153845,3100000.0,3014400.0,2945800.0,,,3100000.0,,8211.904761904761,9250.0,,6720.0,7900.0,8883.333333333334,8666.666666666666,8875.0,27.92792792792793
8 SAINT THOMAS,100-150,9.0,Freehold,Condominium,3639280.9523809524,3980000.0,3608523.8095238097,3656094.736842105,,,3625000.0,3980000.0,,,,,,,,,
8 SAINT THOMAS,120-130,,,,,,,,,,,,8965.5,10000.0,,7822.222222222223,8830.0,9572.5,9753.57142857143,9568.333333333334,
8 SAINT THOMAS,150-160,9.0,Freehold,Condominium,4525919.444444444,4399000.0,4723833.333333333,4426962.5,,,,,10835.29411764706,10800.0,,8900.0,12483.333333333334,11325.0,11010.0,10800.0,33.942901234567906
8 SAINT THOMAS,150-200,9.0,Freehold,Condominium,5183400.0,5100000.0,5189000.0,5250000.0,,,5100000.0,,,,,,,,,,
8 SAINT THOMAS,160-170,,,,,,,,,,,,12123.076923076924,12500.0,,10220.0,12575.0,15100.0,13000.0,,
8 SAINT THOMAS,30-40,,,,,,,,,,,,4325.0,4300.0,,,4400.0,4300.0,4300.0,4300.0,
8 SAINT THOMAS,40-50,9.0,Freehold,Condominium,1619333.3333333333,1600000.0,1629000.0,1600000.0,,,,,4146.126436781609,4200.0,,3514.285714285714,4163.888888888889,4580.555555555556,4292.285714285715,4375.0,31.746031746031747
8 SAINT THOMAS,50-60,9.0,Freehold,Condominium,1600000.0,1800000.0,,1400000.0,,,1800000.0,,4358.5,4000.0,,3687.5,4250.0,4604.0,4733.333333333333,4000.0,37.5
8 SAINT THOMAS,70-80,9.0,Freehold,Condominium,2530000.0,2530000.0,,,,2530000.0,,,6150.923076923077,6730.0,,5303.333333333333,6365.0,6795.294117647059,6418.181818181818,6445.0,31.32738979692917
8 SAINT THOMAS,80-90,9.0,Freehold,Condominium,2572583.3333333335,2700000.0,2555166.6666666665,2585000.0,,,2500000.0,2700000.0,6309.649122807017,6000.0,,5423.076923076923,6137.5,7114.285714285715,6493.75,6000.0,37.5
