project,area_bucket,district,tenure,propertyType,avg_buy,most_recent_buy,avg_buy_2020,avg_buy_2021,avg_buy_2022,avg_buy_2023,avg_buy_2024,avg_buy_2025,avg_rent,most_recent_rent,avg_rent_2020,avg_rent_2021,avg_rent_2022,avg_rent_2023,avg_rent_2024,avg_rent_2025,ROI
MARTIN PLACE RESIDENCES,130-140,,,,,,,,,,,,7853.875,9100.0,5800.0,6714.736842105263,7380.909090909091,8564.285714285714,8777.5,9275.0,
MARTIN PLACE RESIDENCES,150-160,9.0,Freehold,Condominium,4560000.0,4780000.0,,4500000.0,4400000.0,,4780000.0,,9453.977272727272,10000.0,,7644.2307692307695,9569.444444444445,10574.0,10487.5,10107.142857142857,39.833333333333336
MARTIN PLACE RESIDENCES,150-200,9.0,Freehold,Condominium,5127500.0,5350000.0,,4580000.0,5100000.0,,5480000.0,5350000.0,,,,,,,,,
MARTIN PLACE RESIDENCES,170-180,,,,,,,,,,,,10543.888888888889,11200.0,8000.0,8166.666666666667,9915.0,12240.0,11855.555555555555,11900.0,
MARTIN PLACE RESIDENCES,180-190,,,,,,,,,,,,11359.52380952381,12250.0,,9260.0,10400.0,13440.0,11900.0,11975.0,
MARTIN PLACE RESIDENCES,50-60,9.0,Freehold,Condominium,1373100.0,1408000.0,1331666.6666666667,1375000.0,1414000.0,,1408000.0,,3806.404109589041,4600.0,2850.0,3145.2380952380954,3732.8125,4412.413793103448,4101.0,4195.416666666667,25.507246376811594
MARTIN PLACE RESIDENCES,90-100,9.0,Freehold,Condominium,2411500.0,2730000.0,2213333.3333333335,2412500.0,2495000.0,,2665000.0,,6386.731481481482,6800.0,,5353.75,6338.461538461538,6788.954545454545,6805.416666666667,6982.5,33.45588235294118
MARTIN PLACE RESIDENCES,>300,,,,,,,,,,,,17100.0,23000.0,,12800.0,,15500.0,23000.0,,
MARTINA MANSIONS,100-150,10.0,Freehold,Apartment,2630000.0,2960000.0,2300000.0,,,,,2960000.0,,,,,,,,,
MARTINA MANSIONS,110-120,,,,,,,,,,,,3775.0,3600.0,,3150.0,3566.6666666666665,4200.0,4700.0,,
MARTINA MANSIONS,220-230,,,,,,,,,,,,10000.0,10000.0,,,,10000.0,,,
MARYLAND ESTATE,650-700,,,,,,,,,,,,10500.0,10500.0,,10500.0,,,,,
MARYMOUNT VIEW,100-110,,,,,,,,,,,,4800.0,4500.0,,,,5100.0,4500.0,,
MARYMOUNT VIEW,100-150,20.0,Freehold,Condominium,1882500.0,2150000.0,1680000.0,1820000.0,,1880000.0,2150000.0,,,,,,,,,,
MARYMOUNT VIEW,110-120,,,,,,,,,,,,3771.875,4500.0,,2930.0,3816.6666666666665,4575.0,4500.0,,
MARYMOUNT VIEW,150-200,20.0,Freehold,Condominium,2219500.0,2239000.0,2219500.0,,,,,,,,,,,,,,
MARYMOUNT VIEW,160-170,,,,,,,,,,,,5500.0,6000.0,,,4500.0,,6000.0,6000.0,
MARYMOUNT VIEW,70-80,,,,,,,,,,,,3500.0,3500.0,,,,3500.0,,,
MARYMOUNT VIEW,80-90,20.0,Freehold,Condominium,1283333.3333333333,1400000.0,1180000.0,,1315000.0,1355000.0,,,3238.4615384615386,3700.0,,2775.0,3280.0,,3500.0,3800.0,31.53153153153153
MATLOCK RESIDENCES,500-550,13.0,Freehold,Strata Detached,3560000.0,4150000.0,,3265000.0,,,,4150000.0,,,,,,,,,
MATLOCK RESIDENCES,550-600,,,,,,,,,,,,8000.0,8000.0,,8000.0,,,,,
MATTAR RESIDENCES,110-120,,,,,,,,,,,,6800.0,6800.0,,,,,6800.0,,
MATTAR RESIDENCES,40-50,14.0,Freehold,Apartment,1130000.0,1130000.0,,,,,1130000.0,,,,,,,,,,
MATTAR RESIDENCES,50-60,14.0,Freehold,Apartment,1319428.5714285714,1300000.0,,,,1336000.0,1312800.0,,3407.1428571428573,3200.0,,,,,3441.6666666666665,3200.0,33.854166666666664
MATTAR RESIDENCES,60-70,14.0,Freehold,Apartment,1547828.6,1576143.0,,,,1477000.0,1565535.75,,4200.0,4200.0,,,,,4200.0,,31.27267857142857
MATTAR RESIDENCES,70-80,14.0,Freehold,Apartment,1791000.0,1781000.0,,,,,1791000.0,,,,,,,,,,
MATTAR RESIDENCES,80-90,14.0,Freehold,Apartment,1930750.0,1897000.0,,,,1957000.0,1922000.0,,4800.0,5600.0,,,,,4000.0,5600.0,28.229166666666668
MAYA,100-150,15.0,Freehold,Apartment,1883444.0,2016888.0,,,1750000.0,,2016888.0,,,,,,,,,,
MAYA,110-120,,,,,,,,,,,,4800.0,4800.0,,,,,4800.0,,
MAYA,170-180,,,,,,,,,,,,4825.0,5900.0,4200.0,4200.0,5000.0,,5900.0,,
MAYA,40-50,15.0,Freehold,Apartment,720000.0,720000.0,,720000.0,,,,,2560.0,2900.0,,1816.6666666666667,1850.0,3016.6666666666665,3175.0,2900.0,20.689655172413794
MAYA,50-60,,,,,,,,,,,,2100.0,2100.0,,2100.0,,,,,
MAYA,80-90,,,,,,,,,,,,3900.0,3900.0,,,,,3900.0,,
MAYA,90-100,15.0,Freehold,Apartment,1288000.0,1288000.0,,,1288000.0,,,,3325.0,4000.0,,2800.0,3700.0,4000.0,,,26.833333333333332
MAYBELLE LODGE,100-150,15.0,Freehold,Apartment,1150000.0,1150000.0,,1150000.0,,,,,,,,,,,,,
MAYBELLE LODGE,110-120,,,,,,,,,,,,3250.0,3600.0,,2900.0,,,3600.0,,
MAYBELLE LODGE,120-130,,,,,,,,,,,,2925.0,2400.0,,2200.0,,2200.0,4900.0,2400.0,
MAYFAIR GARDENS,100-110,21.0,99 yrs lease commencing from 2018,Condominium,2257965.5,2280000.0,,,2201500.0,2314431.0,,,6287.5,5700.0,,,,6440.0,6400.0,5850.0,33.333333333333336
MAYFAIR GARDENS,100-150,21.0,99 yrs lease commencing from 2018,Condominium,2761438.8,2910000.0,2475194.0,,2971000.0,2695000.0,,,,,,,,,,,
MAYFAIR GARDENS,140-150,,,,,,,,,,,,7800.0,7300.0,,,,8300.0,,7300.0,
MAYFAIR GARDENS,150-160,21.0,99 yrs lease commencing from 2018,Condominium,3261000.0,3261000.0,,,,3261000.0,,,,,,,,,,,
MAYFAIR GARDENS,150-200,21.0,99 yrs lease commencing from 2018,Condominium,3429000.0,3610000.0,,3248000.0,,,3610000.0,,,,,,,,,,
MAYFAIR GARDENS,40-50,21.0,99 yrs lease commencing from 2018,Condominium,1047629.1666666666,1065000.0,1019666.6666666666,1038221.4285714285,,1122500.0,,,3426.315789473684,3500.0,,,,3486.3636363636365,3280.0,3450.0,25.357142857142858
MAYFAIR GARDENS,50-60,21.0,99 yrs lease commencing from 2018,Condominium,1171808.1904761905,1238000.0,1120270.0,1158986.5,1176333.3333333333,1202000.0,1259000.0,,3759.1666666666665,3900.0,,,,3871.6666666666665,3625.0,3706.25,26.452991452991455
MAYFAIR GARDENS,60-70,21.0,99 yrs lease commencing from 2018,Condominium,1548330.1818181819,1580000.0,1498860.0,1486254.3333333333,1602574.5,1635000.0,1550000.0,,4614.0526315789475,4100.0,,,,4754.761904761905,4441.714285714285,4433.333333333333,32.113821138211385
MAYFAIR GARDENS,70-80,21.0,99 yrs lease commencing from 2018,Condominium,1657344.962962963,1750000.0,1548103.3333333333,1709942.0,1636026.7272727273,1679000.0,1685000.0,1739000.0,4734.285714285715,5000.0,,,,4869.047619047619,4616.666666666667,4380.0,29.166666666666668
MAYFAIR GARDENS,80-90,21.0,99 yrs lease commencing from 2018,Condominium,1763492.0,1840000.0,,1643460.0,1832000.0,1670000.0,,1840000.0,,,,,,,,,
MAYFAIR GARDENS,90-100,21.0,99 yrs lease commencing from 2018,Condominium,2220000.0,2320000.0,,,,2120000.0,2320000.0,,6444.444444444444,6500.0,,,,6500.0,,6250.0,29.74358974358974
MAYFAIR MODERN,100-110,21.0,99 yrs lease commencing from 2018,Condominium,2420000.0,2420000.0,,,,2420000.0,,,5687.5,5200.0,,,,5850.0,5200.0,,38.78205128205128
MAYFAIR MODERN,100-150,21.0,99 yrs lease commencing from 2018,Condominium,2715426.625,2950000.0,2369000.0,2699918.3333333335,2739896.777777778,3000000.0,2950000.0,,,,,,,,,,
MAYFAIR MODERN,110-120,,,,,,,,,,,,7133.333333333333,5800.0,,,,7800.0,,5800.0,
MAYFAIR MODERN,40-50,21.0,99 yrs lease commencing from 2018,Condominium,1059717.6486486488,1010000.0,1002928.0,1015075.0,1176134.6666666667,1142125.0,1107666.6666666667,1055900.0,3593.8356164383563,3400.0,,,,3691.6666666666665,3440.909090909091,3511.1111111111113,24.754901960784313
MAYFAIR MODERN,50-60,21.0,99 yrs lease commencing from 2018,Condominium,1225074.2857142857,1258290.0,,1219933.3333333333,1228930.0,,,,3900.0,3700.0,,,,3900.0,3900.0,,28.339864864864865
MAYFAIR MODERN,60-70,21.0,99 yrs lease commencing from 2018,Condominium,1516111.75,1518000.0,1397200.0,1504480.1666666667,1603731.4285714286,1518000.0,,,4543.75,3800.0,,,,4736.666666666667,4016.6666666666665,4633.333333333333,33.28947368421053
MAYFAIR MODERN,70-80,21.0,99 yrs lease commencing from 2018,Condominium,1702961.1739130435,1850000.0,1616399.75,1691601.6666666667,1840623.5,,1800000.0,1850000.0,4938.709677419355,4600.0,,,,5090.909090909091,4625.0,4520.0,33.51449275362319
MAYFAIR MODERN,80-90,21.0,99 yrs lease commencing from 2018,Condominium,2014379.5,2280000.0,1886759.0,1963017.6666666667,2001465.0,2080000.0,2256500.0,,5630.0,5800.0,,,,5716.666666666667,5400.0,5800.0,32.758620689655174
MAYFAIR MODERN,90-100,21.0,99 yrs lease commencing from 2018,Condominium,2373346.75,2450000.0,,2237258.0,,2456250.0,2450000.0,,5957.142857142857,5500.0,,,,6425.0,5250.0,5500.0,37.12121212121212
MAYFAIR PARK,100-150,,,,,,,,,,,,4537.6,7888.0,,2300.0,3000.0,4750.0,,7888.0,
MAYFAIR PARK,150-200,,,,,,,,,,,,9400.0,9800.0,,,,9000.0,9800.0,,
MAYFAIR PARK,200-250,21.0,99 yrs lease commencing from 1952,Semi-detached,1430000.0,1430000.0,,,,,1430000.0,,7500.0,7500.0,,,,,7500.0,,15.888888888888888
MAYFAIR PARK,250-300,21.0,99 yrs lease commencing from 1952,Semi-detached,1065000.0,1180000.0,,,,950000.0,,1180000.0,,,,,,,,,
MAYFAIR PARK,300-350,21.0,99 yrs lease commencing from 1952,Semi-detached,1290000.0,1310000.0,,1230000.0,1320000.0,,,,6740.0,11000.0,,6050.0,7200.0,,,,9.924242424242424
MAYFAIR PARK,350-400,,,,,,,,,,,,11000.0,11000.0,,,,,,11000.0,
MAYFAIR PARK,450-500,21.0,99 yrs lease commencing from 1952,Detached,1400000.0,1450000.0,,,,1350000.0,1450000.0,,,,,,,,,,
MAYFAIR PARK,500-550,,,,,,,,,,,,6800.0,6800.0,,,6800.0,,,,
MAYFAIR PARK,70-80,,,,,,,,,,,,3500.0,3500.0,,,,3500.0,,,
MAYFAIR PARK,80-90,21.0,99 yrs lease commencing from 1952,Apartment,400000.0,400000.0,,400000.0,,,,,3038.4615384615386,4500.0,,2316.6666666666665,2887.5,,3500.0,,7.407407407407407
MAYFAIR RESIDENCES,100-110,15.0,Freehold,Apartment,2158285.714285714,2320000.0,1800000.0,,1940000.0,,2220000.0,2402666.6666666665,5000.0,5000.0,,,,,5000.0,,38.666666666666664
MAYFAIR RESIDENCES,100-150,15.0,Freehold,Apartment,2112600.0,2335000.0,,1858000.0,2045000.0,,2307500.0,,,,,,,,,,
MAYFAIR RESIDENCES,110-120,,,,,,,,,,,,5300.0,6000.0,,4100.0,5800.0,,6000.0,,
MAYFLOWER GARDENS,150-200,20.0,Freehold,Terrace,3850250.0,4360000.0,,3211000.0,3730000.0,4450000.0,4055000.0,4360000.0,5800.0,5500.0,,2500.0,5200.0,6875.0,5666.666666666667,,66.06060606060606
MAYFLOWER GARDENS,200-250,,,,,,,,,,,,9100.0,9500.0,,,,8700.0,9500.0,,
MAYFLOWER GARDENS,250-300,,,,,,,,,,,,5266.666666666667,6000.0,,4900.0,,6000.0,,,
MAYFLOWER GARDENS,300-350,20.0,Freehold,Semi-detached,4694000.0,5450000.0,4380000.0,4415000.0,4810000.0,,,5450000.0,7366.666666666667,8800.0,,7000.0,6300.0,8800.0,,,51.60984848484849
MAYFLOWER GARDENS,350-400,20.0,Freehold,Semi-detached,5585000.0,6500000.0,3860000.0,,,5000000.0,6980000.0,6500000.0,6500.0,8000.0,,6500.0,,,,,67.70833333333333
MAYFLOWER GARDENS,400-450,20.0,Freehold,Semi-detached,6300000.0,6300000.0,,,6300000.0,,,,,,,,,,,,
MAYFLOWER GARDENS,450-500,20.0,Freehold,Detached,7150000.0,7150000.0,,7150000.0,,,,,,,,,,,,,
MAYFLOWER RESIDENCES,100-150,,,,,,,,,,,,5650.0,5650.0,,,,,5650.0,,
MAYFLOWER RESIDENCES,150-200,20.0,Freehold,Strata Terrace,2600000.0,3000000.0,,2200000.0,,,3000000.0,,6000.0,6000.0,,,6000.0,,,,41.666666666666664
MAYFLOWER VILLE,100-150,,,,,,,,,,,,6500.0,5500.0,,,,7500.0,5500.0,,
MAYFLOWER VILLE,150-200,20.0,Freehold,Terrace,3830000.0,3830000.0,,,,3830000.0,,,,,,,,,,,
MAYFLOWER VILLE,200-250,20.0,Freehold,Semi-detached,3200000.0,3200000.0,3200000.0,,,,,,4200.0,4200.0,,4200.0,,,,,63.492063492063494
MAYSPRINGS,100-150,23.0,99 yrs lease commencing from 1994,Apartment,1304418.989010989,1400000.0,1135486.0,1172441.696969697,1301953.6666666667,1392500.0,1590481.3333333333,1667500.0,,,,,,,,,
MAYSPRINGS,110-120,,,,,,,,,,,,3614.3728813559323,4400.0,2900.0,2743.529411764706,3397.5,3920.0,4475.0,4523.0,
MAYSPRINGS,120-130,,,,,,,,,,,,3575.4545454545455,4200.0,2375.0,2702.5,3322.8571428571427,4067.3076923076924,4170.454545454545,4143.75,
MAYSPRINGS,130-140,,,,,,,,,,,,4163.333333333333,4500.0,,,3995.0,4500.0,,,
MAYSPRINGS,140-150,,,,,,,,,,,,3661.842105263158,4400.0,,2868.181818181818,3732.1428571428573,4078.5714285714284,4566.666666666667,4366.666666666667,
MAYSPRINGS,150-200,23.0,99 yrs lease commencing from 1994,Apartment,1808000.0,1808000.0,,,,,1808000.0,,,,,,,,,,
MAYSPRINGS,160-170,,,,,,,,,,,,4100.0,4500.0,,,3900.0,4500.0,,,
MAYSPRINGS,70-80,23.0,99 yrs lease commencing from 1994,Apartment,880634.1621621621,1058000.0,750515.2,780269.7142857143,858571.4285714285,935888.8888888889,984714.2857142857,1021500.0,2903.1879194630874,3000.0,2075.0,2211.184210526316,2816.6666666666665,3488.3333333333335,3251.6666666666665,3221.4285714285716,29.38888888888889
MAYSPRINGS,80-90,23.0,99 yrs lease commencing from 1994,Apartment,920803.3846153846,1100000.0,,826900.0,906000.0,967177.6,1041200.0,1100000.0,2902.0440251572327,3700.0,2050.0,2263.8888888888887,2848.6486486486488,3330.3571428571427,3357.3529411764707,3280.769230769231,24.774774774774773
MCMAHON PARK,,10.0,Freehold,Detached,25250000.0,25250000.0,,,,25250000.0,,,,,,,,,,,
MCMAHON PARK,100-150,,,,,,,,,,,,6833.333333333333,7000.0,,,,6900.0,6900.0,6700.0,
MCMAHON PARK,150-200,,,,,,,,,,,,8302.5,5715.0,,,,8700.0,9000.0,5715.0,
MCMAHON PARK,200-250,10.0,999 yrs lease commencing from 1877,Semi-detached,5725000.0,5725000.0,,,,,,5725000.0,10325.0,12000.0,,10000.0,,10433.333333333334,,,39.75694444444444
MCMAHON PARK,250-300,,,,,,,,,,,,10925.0,10500.0,,,12300.0,10233.333333333334,10800.0,10500.0,
MCMAHON PARK,300-350,10.0,999 yrs lease commencing from 1877,Semi-detached,8328000.0,8800000.0,,6200000.0,8800000.0,8840000.0,,8933333.333333334,7243.333333333333,16000.0,,7061.111111111111,5820.0,,16000.0,,45.833333333333336
MCMAHON PARK,350-400,10.0,999 yrs lease commencing from 1877,Semi-detached,12000000.0,12000000.0,,,,,,12000000.0,5150.0,5700.0,,4400.0,5300.0,,,,175.43859649122805
MCMAHON PARK,400-450,10.0,Freehold,Detached,8100000.0,8100000.0,,8100000.0,,,,,16980.0,17400.0,,11500.0,19000.0,20000.0,17200.0,,38.793103448275865
MCMAHON PARK,500-550,,,,,,,,,,,,9450.0,12700.0,,6200.0,12700.0,,,,
MCMAHON PARK,550-600,10.0,999 yrs lease commencing from 1877,Detached,13488000.0,13488000.0,,,,13488000.0,,,,,,,,,,,
MCMAHON PARK,>800,,,,,,,,,,,,31000.0,31000.0,,,31000.0,,,,
MEADOWLODGE,100-110,,,,,,,,,,,,5000.0,5000.0,,,,5000.0,,,
MEADOWLODGE,100-150,21.0,99 yrs lease commencing from 1997,Condominium,1831000.0,1840000.0,1470000.0,1590000.0,1630000.0,1990000.0,2058000.0,1958333.3333333333,,,,,,,,,
MEADOWLODGE,110-120,,,,,,,,,,,,4822.727272727273,4800.0,,3300.0,5025.0,5125.0,4350.0,4800.0,
MEADOWLODGE,120-130,,,,,,,,,,,,4345.625,4700.0,,3482.5,4275.0,4966.666666666667,4700.0,4733.333333333333,
MEADOWLODGE,130-140,,,,,,,,,,,,4616.666666666667,5250.0,,4250.0,4183.333333333333,,4875.0,5250.0,
MEADOWS @ PEIRCE,100-110,26.0,Freehold,Condominium,1438000.0,1438000.0,,1438000.0,,,,,3733.3333333333335,4300.0,,2600.0,,4300.0,,4300.0,27.868217054263567
MEADOWS @ PEIRCE,100-150,26.0,Freehold,Condominium,1983336.4571428571,2015000.0,1584166.6666666667,1696666.6666666667,1902875.0,2268000.0,2144098.6666666665,2231296.0,,,,,,,,,
MEADOWS @ PEIRCE,110-120,,,,,,,,,,,,3676.1363636363635,4150.0,,2775.0,3534.6153846153848,4082.3529411764707,4089.1304347826085,3958.3333333333335,
MEADOWS @ PEIRCE,130-140,,,,,,,,,,,,4864.473684210527,5100.0,,3325.0,4950.0,5121.428571428572,5450.0,5087.5,
MEADOWS @ PEIRCE,140-150,,,,,,,,,,,,3998.75,4500.0,2950.0,3140.0,3850.0,4060.0,4825.0,4500.0,
MEADOWS @ PEIRCE,150-160,26.0,Freehold,Condominium,1943333.3333333333,2100000.0,1920000.0,1955000.0,,,,,4575.0,5500.0,,3600.0,5500.0,4100.0,5500.0,5350.0,31.818181818181817
MEADOWS @ PEIRCE,150-200,26.0,Freehold,Condominium,2558533.3333333335,2790000.0,2190000.0,2447000.0,2700000.0,2779400.0,2790000.0,,,,,,,,,,
MEADOWS @ PEIRCE,160-170,,,,,,,,,,,,4866.666666666667,6200.0,,3500.0,4725.0,4500.0,5350.0,6200.0,
MEADOWS @ PEIRCE,170-180,,,,,,,,,,,,5571.739130434783,6300.0,,4605.555555555556,5500.0,6333.333333333333,6280.0,6300.0,
MEADOWS @ PEIRCE,180-190,,,,,,,,,,,,5875.0,6100.0,,4350.0,5950.0,6600.0,6200.0,,
MEADOWS @ PEIRCE,190-200,,,,,,,,,,,,5833.333333333333,6000.0,,5000.0,,6250.0,,,
MEADOWS @ PEIRCE,200-210,,,,,,,,,,,,4641.176470588235,5400.0,,3810.0,4737.5,5100.0,5016.666666666667,5275.0,
MEADOWS @ PEIRCE,200-250,26.0,Freehold,Condominium,2686000.0,2428000.0,2255000.0,2760333.3333333335,3360000.0,,,2428000.0,,,,,,,,,
MEADOWS @ PEIRCE,230-240,,,,,,,,,,,,7040.0,7300.0,,5700.0,,6933.333333333333,7600.0,8650.0,
MEADOWS @ PEIRCE,240-250,,,,,,,,,,,,6533.333333333333,6500.0,,,6500.0,6600.0,6500.0,,
MEADOWS @ PEIRCE,250-260,,,,,,,,,,,,6025.0,7300.0,,5216.666666666667,6000.0,7200.0,7300.0,,
MEADOWS @ PEIRCE,250-300,26.0,Freehold,Condominium,2710000.0,3100000.0,,2515000.0,3100000.0,,,,,,,,,,,,
MEADOWS @ PEIRCE,260-270,,,,,,,,,,,,6133.333333333333,7000.0,,5200.0,6200.0,,7000.0,,
MEADOWS @ PEIRCE,280-290,,,,,,,,,,,,6363.636363636364,7300.0,,5175.0,6000.0,6900.0,7400.0,7300.0,
MEADOWS @ PEIRCE,50-60,26.0,Freehold,Condominium,917700.0,1055000.0,819400.0,863200.0,946000.0,,1000000.0,1055000.0,2596.875,2700.0,1800.0,1971.875,2429.5454545454545,3007.1428571428573,3005.2631578947367,2850.0,32.56172839506173
MEADOWS @ PEIRCE,80-90,26.0,Freehold,Condominium,1339375.0,1520000.0,1142500.0,1265000.0,1430000.0,1520000.0,,,3242.391304347826,3500.0,2200.0,2495.0,2977.777777777778,3711.5384615384614,3583.3333333333335,3675.0,36.19047619047619
MEADOWS @ PEIRCE,90-100,26.0,Freehold,Condominium,1520000.0,1520000.0,,,,1520000.0,,,,,,,,,,,
MEDALLION,300-350,13.0,Freehold,Strata Detached,2630000.0,2760000.0,,2630000.0,,,,,7385.714285714285,10000.0,5600.0,5800.0,7000.0,8750.0,10000.0,,23.0
MEDALLION,350-400,13.0,Freehold,Strata Detached,3400000.0,3400000.0,,,,3400000.0,,,7600.0,7600.0,,7600.0,,,,,37.280701754385966
MEDALLION,400-450,13.0,Freehold,Strata Detached,2624000.0,2780000.0,2468000.0,2780000.0,,,,,,,,,,,,,
MEDGE,100-150,11.0,Freehold,Apartment,2318000.0,2318000.0,,,,,2318000.0,,,,,,,,,,
MEDGE,110-120,,,,,,,,,,,,5500.0,5000.0,,5000.0,,6500.0,5000.0,,
MEDGE,40-50,11.0,Freehold,Apartment,795000.0,865000.0,,720000.0,800000.0,865000.0,,,2520.0,2900.0,,2058.3333333333335,2266.6666666666665,3250.0,2966.6666666666665,,24.85632183908046
MEDGE,50-60,11.0,Freehold,Apartment,860000.0,860000.0,860000.0,,,,,,,,,,,,,,
MEDGE,60-70,,,,,,,,,,,,3900.0,3900.0,,,,,3900.0,,
MEDGE,70-80,11.0,Freehold,Apartment,1331000.0,1450000.0,,1228000.0,1280000.0,1342666.6666666667,1450000.0,,3227.5,3900.0,2600.0,2618.181818181818,3130.0,3640.0,3783.3333333333335,3650.0,30.98290598290598
MEDGE,80-90,11.0,Freehold,Apartment,1290000.0,1290000.0,1290000.0,,,,,,,,,,,,,,
MEIER SUITES,150-200,15.0,Freehold,Condominium,3188000.0,3800000.0,3049333.3333333335,3090000.0,,,,3800000.0,,,,,,,,,
MEIER SUITES,160-170,,,,,,,,,,,,6485.714285714285,7300.0,,5250.0,7000.0,5300.0,7650.0,7300.0,
MEIER SUITES,200-210,,,,,,,,,,,,8668.05,9500.0,,7027.272727272727,7814.285714285715,9806.545454545454,9730.0,9700.0,
MEIER SUITES,200-250,15.0,Freehold,Condominium,3981500.0,4528000.0,3688000.0,3746500.0,,4150000.0,4514000.0,,,,,,,,,,
MEIER SUITES,350-400,15.0,Freehold,Condominium,6700000.0,6700000.0,,,,6700000.0,,,,,,,,,,,
MEIER SUITES,>300,,,,,,,,,,,,11795.555555555555,11500.0,,9600.0,12750.0,8360.0,14500.0,,
MEIHE GARDENS,200-250,13.0,Freehold,Strata Terrace,1700000.0,1700000.0,1700000.0,,,,,,,,,,,,,,
MELINIA COURT,100-110,,,,,,,,,,,,3300.0,3300.0,,,,3300.0,,,
MELINIA COURT,110-120,,,,,,,,,,,,2654.5454545454545,3300.0,2750.0,2250.0,2475.0,,3250.0,3300.0,
MELINIA COURT,60-70,15.0,Freehold,Apartment,910000.0,910000.0,,,910000.0,,,,2200.0,2200.0,,2200.0,,,,,34.46969696969697
MELINIA COURT,70-80,,,,,,,,,,,,2512.5,3000.0,,1800.0,2050.0,,3200.0,3000.0,
MELINIA COURT,80-90,15.0,Freehold,Apartment,1050000.0,1050000.0,,1050000.0,,,,,,,,,,,,,
MELODY VILLAS,150-200,26.0,Freehold,Terrace,2880000.0,2880000.0,,2880000.0,,,,,4412.5,7500.0,,3383.3333333333335,7500.0,,,,32.0
MELODY VILLAS,200-250,,,,,,,,,,,,5962.111111111111,9000.0,,4619.666666666667,,5875.0,8150.0,,
MELODY VILLAS,250-300,,,,,,,,,,,,8900.0,8900.0,,,,8900.0,,,
MELODY VILLAS,300-350,,,,,,,,,,,,3850.0,3850.0,,,3850.0,,,,
MELOSA,30-40,14.0,Freehold,Apartment,617200.0,675000.0,559000.0,589000.0,612333.3333333334,682000.0,682000.0,675000.0,2363.3720930232557,2600.0,,1889.5833333333333,2318.75,2750.0,2505.5555555555557,2533.3333333333335,21.634615384615387
MELOSA,40-50,14.0,Freehold,Apartment,696000.0,800000.0,,675000.0,640000.0,690000.0,,800000.0,2741.4285714285716,2800.0,1800.0,2100.0,2450.0,3160.0,3011.5384615384614,3186.0,23.80952380952381
MELOSA,50-60,14.0,Freehold,Apartment,810000.0,870000.0,,750000.0,,,870000.0,,2611.0,2800.0,2000.0,1888.0,2375.0,3075.0,3300.0,2800.0,25.892857142857142
MELOSA,60-70,,,,,,,,,,,,2700.0,3200.0,,,2200.0,3200.0,,,
MELROSE PARK,100-150,10.0,999 yrs lease commencing from 1877,Condominium,3160000.0,3300000.0,3150000.0,3100000.0,,3300000.0,,,,,,,,,,,
MELROSE PARK,110-120,,,,,,,,,,,,5765.217391304348,6800.0,4700.0,4935.714285714285,5620.0,6525.0,6500.0,6533.333333333333,
MELROSE PARK,120-130,,,,,,,,,,,,6000.0,6900.0,,4945.833333333333,5823.076923076923,7007.692307692308,6814.285714285715,7033.333333333333,
MELROSE PARK,130-140,,,,,,,,,,,,6682.2,7200.0,,5281.818181818182,6060.0,7510.0,7314.285714285715,7512.571428571428,
MELROSE PARK,140-150,,,,,,,,,,,,6498.0,7000.0,,5381.25,6250.0,7442.857142857143,7433.333333333333,6666.666666666667,
MELROSE PARK,150-160,10.0,999 yrs lease commencing from 1877,Condominium,4400000.0,4500000.0,,,,,,4400000.0,7445.918367346939,7600.0,5900.0,6108.333333333333,7322.222222222223,8442.307692307691,7820.0,7950.0,49.34210526315789
MELROSE PARK,230-240,,,,,,,,,,,,10050.0,11600.0,,8500.0,,11600.0,,,
MELROSE PARK,250-260,,,,,,,,,,,,10000.0,10000.0,,,10000.0,,10000.0,,
MELROSE PARK,270-280,,,,,,,,,,,,16500.0,16500.0,,,,16500.0,,,
MELROSE PARK,280-290,,,,,,,,,,,,14000.0,14000.0,,,,,,14000.0,
MELROSE PARK,300-350,10.0,999 yrs lease commencing from 1877,Condominium,6900000.0,6900000.0,,,6900000.0,,,,,,,,,,,,
MELROSE PARK,450-500,10.0,999 yrs lease commencing from 1877,Condominium,7388800.0,7388800.0,,7388800.0,,,,,,,,,,,,,
MELROSE PARK,>300,,,,,,,,,,,,13138.57142857143,18000.0,,9690.0,13500.0,,13696.666666666666,18000.0,
MELROSE VILLAS,200-250,,,,,,,,,,,,7250.0,7500.0,,,,,7000.0,7500.0,
MELROSE VILLE,100-150,15.0,Freehold,Apartment,1480000.0,1480000.0,1480000.0,,,,,,,,,,,,,,
MELROSE VILLE,110-120,,,,,,,,,,,,2900.0,2900.0,,,2900.0,,,,
MELROSE VILLE,130-140,,,,,,,,,,,,2700.0,2700.0,,2700.0,,,,,
MELROSE VILLE,150-200,15.0,Freehold,Apartment,2088000.0,2088000.0,2088000.0,,,,,,,,,,,,,,
MELROSE VILLE,190-200,,,,,,,,,,,,4700.0,4700.0,,,4700.0,,,,
MELROSE VILLE,40-50,15.0,Freehold,Apartment,711250.0,780000.0,,635000.0,736666.6666666666,,,,2444.4444444444443,3000.0,,1925.0,2400.0,3300.0,2800.0,3000.0,21.666666666666668
MELROSE VILLE,50-60,15.0,Freehold,Apartment,824000.0,810000.0,838000.0,,810000.0,,,,2607.1428571428573,3400.0,,2012.5,2625.0,2883.3333333333335,3100.0,,19.85294117647059
